id, name, lat, lng
1709, "Green Earth", 37.777657, -122.438009
1710, "Little Star Pizza", 37.777538, -122.437986
1711, "multiple", 37.773364, -122.437875
1712, "Katz Accident & Injury Center", 37.720264, -122.437808
1713, "Chadwick's of London", 37.800848, -122.437700
1714, "Yoga Loft", 37.772558, -122.437681
1715, "Comix Experience", 37.772415, -122.437608
1716, "Alouis Auto Radiator", 37.775742, -122.437588
1717, "Pure Beauty", 37.800516, -122.437575
1718, "Little Shop", 37.800033, -122.437559
1719, "Rare Device", 37.775177, -122.437517
1720, "Elliptical Bodywork", 37.772028, -122.437516
1721, "The Independent", 37.775533, -122.437510
1722, "Bi Rite Market", 37.774834, -122.437469
1723, "Nopa", 37.774834, -122.437469
1724, "City Cycle of San Francisco", 37.797000, -122.437418
1725, "US Post Office", 37.760935, -122.437405
1726, "US Post Office", 37.760935, -122.437405
1727, "Madrone Lounge", 37.774222, -122.437364
1728, "Madrone Lounge", 37.774222, -122.437364
1729, "SF Hardware", 37.774364, -122.437330
1730, "Excelsior Yoga", 37.720941, -122.437296
1731, "Ricca's", 37.721058, -122.437207
1732, "GapBody", 37.800897, -122.437175
1733, "Hayes Convalescent Hospital", 37.775419, -122.437117
1734, "Black Nose Trading Co.", 37.772847, -122.437032
1735, "Broken Record Bar and Grill", 37.714265, -122.437001
1736, "Wells Fargo", 37.800253, -122.436919
1737, "_undetermined", 37.799471, -122.436911
1738, "Yoga Garden of San Francisco", 37.771981, -122.436867
1739, "Takara Sushi", 37.760586, -122.436846
1740, "City Copy and Print Center", 37.771708, -122.436833
1741, "T Mobile", 37.800953, -122.436738
1742, "Phuket Thai Restaurant", 37.771184, -122.436694
1743, "Kangaroos Play & Learn Activity Center", 37.750848, -122.436551
1744, "Harvey Milk Civil Rights Academy", 37.758928, -122.436447
1745, "Hamilton Recreation Center", 37.78437828, -122.43632248
1746, "Hamilton Recreation Center", 37.78437828, -122.43632248
1747, "Hamilton Recreation Center", 37.784378, -122.436322
1748, "FedEx Office Print & Ship Center", 37.799258, -122.436189
1749, "Brondell", 37.78543493, -122.43614196
1750, "Balboa Cafe", 37.798791, -122.436129
1751, "Academy of Art University", 37.751417, -122.436129
1752, "Does Your Mother Know?", 37.760642, -122.435907
1753, "Toad Hall", 37.761028, -122.435902
1754, "Toad Hall", 37.761028, -122.435902
1755, "Yoga Tree", 37.76102790, -122.43590174
1756, "_undetermined", 37.761028, -122.435902
1757, "The Castro Yogatree Yoga Studio", 37.761028, -122.435902
1758, "McKinley ES", 37.767030, -122.435890
1759, "Fredericksen Hardware", 37.79748991, -122.43586661
1760, "Peter Kascant DDS", 37.726431, -122.435864
1761, "Chez Moi", 37.796896, -122.435850
1762, "Tienda Santa Marta", 37.714337, -122.435828
1763, "Spunk Salon", 37.759034, -122.435790
1764, "St. Dominic's Catholic Church", 37.787385, -122.435780
1765, "_undetermined", 37.760442, -122.435758
1766, "_undetermined", 37.760375, -122.435752
1767, "_undetermined", 37.774625, -122.435715
1768, "Academy of Tae Kwon Do", 37.773600, -122.435597
1769, "Swatdee Thai Cuisine", 37.751451, -122.435577
1770, "Espresso Roma Cafe", 37.798611, -122.435534
1771, "Marina MS", 37.801826, -122.435481
1772, "Badlands", 37.760668, -122.435479
1773, "Filipino Community Center", 37.723348, -122.435475
1774, "Oak Fair Market", 37.77322954, -122.43546325
1775, "Qbar", 37.761602, -122.435432
1776, "Injeanious Lounge", 37.761961, -122.435421
1777, "A.G. Ferrari Foods", 37.761399, -122.435412
1778, "_undetermined", 37.76219480, -122.43539073
1779, "Under One Roof", 37.760502, -122.435328
1780, "Castro Tarts", 37.759912, -122.435272
1781, "Healthy Spirits", 37.76552712, -122.43526612
1782, "Healthy Spirits", 37.76552712, -122.43526612
1783, "Harvey's", 37.760682, -122.435258
1784, "Santa Clara Organic Market", 37.771772, -122.435226
1785, "Spike's Coffee and Tea", 37.75912636, -122.43516779
1786, "Lombard Garage", 37.799695, -122.435151
1787, "Buffalo Whole Food & Grain Company", 37.759400, -122.435147
1788, "Haight St. Dental", 37.771700, -122.435126
1789, "Deenas", 37.732507, -122.435114
1790, "_undetermined", 37.771319, -122.435107
1791, "_undetermined", 37.771320, -122.435104
1792, "Coffee Bean", 37.771780, -122.434967
1793, "Walgreens", 37.723923, -122.434925
1794, "S Factor", 37.797832, -122.434908
1795, "CVS Pharmacy", 37.761730, -122.434795
1796, "Bank of America", 37.760628, -122.434701
1797, "Starbucks", 37.761095, -122.434701
1798, "La Tortilla", 37.761095, -122.434701
1799, "Castro Theatre", 37.762013, -122.434696
1800, "Castro Nail Salon", 37.762013, -122.434696
1801, "Cliff's Variety", 37.761330, -122.434682
1802, "Wild Card", 37.762294, -122.434608
1803, "MSC", 37.760452, -122.434598
1804, "Best in Show", 37.760181, -122.434573
1805, "multiple", 37.751513, -122.434569
1806, "Clay Theatre", 37.790456, -122.434480
1807, "Clay Theatre", 37.790456, -122.434480
1808, "Crepevine", 37.790939, -122.434426
1809, "Cielo", 37.790209, -122.434381
1810, "Heroine", 37.751437, -122.434380
1811, "Bisou French Bistro", 37.762839, -122.434352
1812, "Tierra Mia", 37.750996, -122.434336
1813, "_undetermined", 37.763629, -122.434294
1814, "Browser Books", 37.789598, -122.434286
1815, "La Corneta Taqueria", 37.734059, -122.434244
1816, "Brandy Ho's Hunan Food", 37.761161, -122.434231
1817, "_undetermined", 37.771408, -122.434230
1818, "residential", 37.778034, -122.434207
1819, "Eureka Restaurant", 37.760748, -122.434192
1820, "Out the Door restaurant", 37.787208, -122.434122
1821, "Lilith", 37.788311, -122.434066
1822, "Rolo SF", 37.763064, -122.434057
1823, "Curbside Cafe", 37.788689, -122.434053
1824, "Guadalupe Elementary School", 37.710183, -122.434031
1825, "La Boulange Cafe & Bakery", 37.787629, -122.434031
1826, "Vitamin Express", 37.788466, -122.434008
1827, "La Boulange Cafe & Bakery", 37.788466, -122.434008
1828, "_undetermined", 37.734776, -122.434008
1829, "Supercuts", 37.790991, -122.433983
1830, "Palmyra Restaurant", 37.771879, -122.433945
1831, "_undetermined", 37.771879, -122.433945
1832, "_undetermined", 37.771879, -122.433945
1833, "Excelsior Senior and Teen Center", 37.726335, -122.433917
1834, "Eye Research Institute, Smith-Kettlewell", 37.791185, -122.433910
1835, "Bello Coffee and Tea", 37.733771, -122.433837
1836, "Eileen Fisher", 37.790106, -122.433802
1837, "_undetermined", 37.763992, -122.433797
1838, "Gallery of Jewels", 37.751189, -122.433790
1839, "Central Ace Hardware", 37.784871, -122.433716
1840, "Walgreens", 37.786758, -122.433703
1841, "Walgreens", 37.786758, -122.433703
1842, "_undetermined", 37.733985, -122.433656
1843, "Women's Community Clinic", 37.786489, -122.433649
1844, "Women's Community Clinic", 37.786489, -122.433649
1845, "Hartford Street Zen Center", 37.761590, -122.433638
1846, "D & H Jewelers", 37.763344, -122.433627
1847, "Wingard Kenneth", 37.763344, -122.433627
1848, "IXIA", 37.763344, -122.433627
1849, "_undetermined", 37.789320, -122.433620
1850, "Glen Park Hardware", 37.734350, -122.433618
1851, "Round Ground Coffee", 37.788698, -122.433583
1852, "Elizabeth Charles", 37.788698, -122.433583
1853, "Contrada Bikes", 37.797574, -122.433519
1854, "Sephora", 37.797088, -122.433485
1855, "Duboce Park", 37.769615, -122.433428
1856, "_undetermined", 37.764486, -122.433415
1857, "Lookout/Squat & Gobble", 37.764391, -122.433406
1858, "Lookout/Squat & Gobble", 37.764391, -122.433406
1859, "Qoio", 37.751581, -122.433389
1860, "Johny Rockets restaurant", 37.787823, -122.433359
1861, "Starbucks", 37.783481, -122.433316
1862, "Jubili", 37.783481, -122.433316
1863, "Fat Angel Wine Bar", 37.78348073, -122.43331592
1864, "Philz Coffee", 37.760765, -122.433295
1865, "Philz Coffee", 37.760765, -122.433295
1866, "_undetermined", 37.771995, -122.433281
1867, "The Park Salon", 37.734359, -122.433253
1868, "Jackson Hewitt Tax Service", 37.78305462, -122.43313323
1869, "Hats on Fillmore", 37.783918, -122.433120
1870, "Wine Jar", 37.786590, -122.433077
1871, "Cassandria Blackmore", 37.786590, -122.433077
1872, "Chemical Dependency Service", 37.780858, -122.433057
1873, "Cara Glass & Sash", 37.734302, -122.433005
1874, "_undetermined", 37.771530, -122.432991
1875, "_undetermined", 37.771530, -122.432991
1876, "Milvali Salon and Cosmetics?", 37.797697, -122.432964
1877, "Kasa Indian Eatery", 37.760820, -122.432958
1878, "Cafe Flore", 37.764657, -122.432944
1879, "Extreme Pizza", 37.785695, -122.432943
1880, "Citrine Salon", 37.785621, -122.432895
1881, "Marcus Bookstore", 37.785472, -122.432865
1882, "Wells Fargo", 37.751123, -122.432847
1883, "_undetermined", 37.764890, -122.432827
1884, "_undetermined", 37.764890, -122.432827
1885, "James Lick Middle School", 37.749363, -122.432785
1886, "Buena Vista Realty", 37.763907, -122.432750
1887, "Supercuts", 37.751136, -122.432632
1888, "Last Call bar", 37.76119218, -122.43256038
1889, "7-Eleven", 37.761192, -122.432560
1890, "Starbelly", 37.764021, -122.432534
1891, "Bio Scrip", 37.765160, -122.432476
1892, "Vapor Room Cooperative", 37.771634, -122.432311
1893, "_undetermined", 37.772085, -122.432311
1894, "El Bethel Terrace", 37.779234, -122.432295
1895, "Kabuki Sundance Cinema", 37.784921, -122.432292
1896, "Frances Restaurant", 37.762875, -122.432243
1897, "Vickie's Boutique", 37.77164647, -122.43221602
1898, "_undetermined", 37.764505, -122.432199
1899, "Brazil/Lisbon Grocery", 37.723674, -122.432146
1900, "_undetermined", 37.767817, -122.432136
1901, "_undetermined", 37.764555, -122.432062
1902, "_undetermined", 37.764555, -122.432062
1903, "Clipper / Wiggle Bicycles", 37.770657, -122.432043
1904, "The Independent", 37.768197, -122.432042
1905, "Yoshis", 37.781951, -122.431977
1906, "Interstice Architects Inc.", 37.772166, -122.431877
1907, "Peet's Coffee", 37.764764, -122.431840
1908, "lululemon athletica", 37.797322, -122.431810
1909, "_undetermined", 37.772178, -122.431787
1910, "Stop Aids Project", 37.766197, -122.431783
1911, "stop aids project", 37.766197, -122.431783
1912, "Duboce Park Cafe", 37.769161, -122.431623
1913, "Toast Eatery", 37.751244, -122.431622
1914, "James Howell Yoga Studio", 37.768206, -122.431610
1915, "CPMC", 37.789874, -122.431514
1916, "Chinese Medicine Works", 37.749723, -122.431476
1917, "California Pacific Medical Center", 37.790615, -122.431434
1918, "California Pacific Medical Center", 37.790615, -122.431434
1919, "Sweet Inspiration", 37.765084, -122.431409
1920, "Bombay Indian Restaurant", 37.765084, -122.431409
1921, "Sway", 37.751216, -122.431311
1922, "residential", 37.780318, -122.431231
1923, "Ike's Place", 37.764539, -122.431215
1924, "Viking Hair Salon", 37.763106, -122.431077
1925, "Key Food Grocery", 37.774178, -122.431047
1926, "Refried Cycles", 37.762948, -122.431037
1927, "Duboce Park Cafe", 37.768929, -122.430979
1928, "San Francisco Housing Authority", 37.768929, -122.430979
1929, "Wiggle Rack", 37.768929, -122.430979
1930, "Vivon's Clothing Store", 37.751238, -122.430953
1931, "Whole Foods", 37.751866, -122.430852
1932, "Samovar Tea Lounge", 37.761261, -122.430847
1933, "_undetermined", 37.771849, -122.430845
1934, "Post All Center", 37.772276, -122.430844
1935, "Mad Dog in the Fog", 37.772276, -122.430844
1936, "Urban Bread", 37.761018, -122.430785
1937, "Castro-J R Appliance Repair", 37.729666, -122.430752
1938, "_undetermined", 37.765775, -122.430669
1939, "Metro Cafe", 37.771850, -122.430660
1940, "Metro Cafe", 37.771850, -122.430660
1941, "Ike's Place", 37.764158, -122.430570
1942, "Ike's Place", 37.764158, -122.430570
1943, "Excelsior @ Monroe (SA)", 37.725399, -122.430487
1944, "Friends of St. Francis Childcare", 37.768516, -122.430485
1945, "MASH", 37.767375, -122.430471
1946, "GNC", 37.751758, -122.430435
1947, "Japan Center Garage", 37.784969, -122.430380
1948, "Japantown Peace Plaza and Buchanan Mall", 37.784969, -122.430380
1949, "ImagiKnit", 37.76094393, -122.43034946
1950, "Unionmade", 37.761336, -122.430285
1951, "_undetermined", 37.77235709, -122.43026804
1952, "_undetermined", 37.772357, -122.430268
1953, "Joe's Barber Shop", 37.767059, -122.430197
1954, "_undetermined", 37.771931, -122.430151
1955, "See Jane Run", 37.751777, -122.430128
1956, "Thep Phanom Thai", 37.771408, -122.430125
1957, "Joshua Simon", 37.751293, -122.430037
1958, "Savor", 37.751293, -122.430037
1959, "Cafe Sophie", 37.76420113, -122.42997545
1960, "IEP Clinc", 37.764691, -122.429951
1961, "_undetermined", 37.771892, -122.429878
1962, "Lucky 13 Bar", 37.767194, -122.429876
1963, "Super Mira", 37.786736, -122.429783
1964, "Rooky Ricardo's Records", 37.772488, -122.429703
1965, "Blackbird Bar", 37.767339, -122.429690
1966, "Bethany United Methodist Church", 37.748899, -122.429677
1967, "Everett Middle School", 37.763542, -122.429646
1968, "Family Practice doctor's office", 37.748579, -122.429637
1969, "Rosa Parks Elementary School", 37.78300893, -122.42950434
1970, "Raphael Weill Child Development Center", 37.78300893, -122.42950434
1971, "Golden Natural Foods", 37.768854, -122.429443
1972, "Home Restaurant", 37.767509, -122.429432
1973, "Taqueria El Castillito", 37.768723, -122.429430
1974, "Noe Valley Pizza Restaurant", 37.751811, -122.429381
1975, "Golden Produce Market", 37.768171, -122.429378
1976, "Ella Hill Hutch Communtiy Center", 37.779421, -122.429321
1977, "African American Arts & Culture Complex", 37.778282, -122.429259
1978, "Thorough Bread& Pastry", 37.766628, -122.429141
1979, "Sparky's", 37.766628, -122.429141
1980, "Ladybug Ladybug", 37.751842, -122.429057
1981, "Golden Gate Valley Branch Library", 37.796789, -122.429023
1982, "Golden Gate Valley Branch Library", 37.796789, -122.429023
1983, "Chili Pie", 37.765894, -122.428983
1984, "Spectacles for Humans", 37.751813, -122.428881
1985, "Lyttle Chiropractic", 37.762696, -122.428727
1986, "LyttleáChiropractic", 37.762696, -122.428727
1987, "Balboa Pool", 37.762712000000001, -122.428641
1988, "Noe Valley Physical Therapy", 37.743914, -122.428601
1989, "Lilah Belle's", 37.761089, -122.428521
1990, "Bay Liquores/Photoworks", 37.767485, -122.428415
1991, "New Bosworth Market", 37.733272, -122.428354
1992, "The Dubliner", 37.751832, -122.428328
1993, "Children's Council of San Francisco", 37.763754, -122.428205
1994, "Children's Council of San Francisco", 37.763754, -122.428205
1995, "Children's Council of San Francisco", 37.763754, -122.428205
1996, "Page Street Community Garden", 37.77362331, -122.42810150
1997, "Theresa S. Mahler CDC (PreK)", 37.755275, -122.428095
1998, "Noe Valley Wine Merchants", 37.751419, -122.427941
1999, "Hayes Market", 37.776466, -122.427782
2000, "SF Electrical Training Facility", 37.732813, -122.427719
2001, "Noe Valley Fit Lite Gym", 37.751925, -122.427685
2002, "24 Hour Fitness Fit Lite", 37.751925, -122.427685
2003, "MJB Coffee", 37.799281, -122.427674
2004, "salon baobao", 37.768193, -122.427527
2005, "_undetermined", 37.749049, -122.427470
2006, "Valley Chiropractic", 37.749529, -122.427416
2007, "Valley Chiropractic", 37.749529, -122.427416
2008, "_undetermined", 37.746751, -122.427243
2009, "_undetermined", 37.746607, -122.427228
2010, "Incanto Restaurant", 37.745943, -122.427201
2011, "Basso's", 37.751835, -122.427146
2012, "Mudpie", 37.798373, -122.427100
2013, "Golden State Market", 37.721102, -122.427002
2014, "St John the Evangelist Catholic Church", 37.733979, -122.426832
2015, "Church Produce", 37.742207, -122.426810
2016, "Omnivore Books", 37.74759086, -122.42672436
2017, "First Mennonite Church of San Francisco?", 37.764854, -122.426696
2018, "_undetermined", 37.746651, -122.426666
2019, "Maxfield's House of Coffee", 37.763155, -122.426629
2020, "Maxfield's House of Coffee", 37.763155, -122.426629
2021, "_undetermined", 37.776263, -122.426491
2022, "Spark Chiropractic", 37.743841, -122.426367
2023, "_undetermined", 37.776096, -122.426361
2024, "Il Borgo", 37.775698, -122.426280
2025, "The Empty Space", 37.777238, -122.426162
2026, "San Francisco Zen Center", 37.773884, -122.426055
2027, "San Francisco Zen Center", 37.773884, -122.426055
2028, "_undetermined", 37.777721, -122.425974
2029, "Metreon", 37.733829, -122.425854
2030, "Chenery Market", 37.739678, -122.425819
2031, "Holy Family School", 37.764992, -122.425798
2032, "Frjtz Gourmet Belgian Fies", 37.776264, -122.425767
2033, "Sean", 37.776264, -122.425767
2034, "Dolores Park Church", 37.762078, -122.425754
2035, "Dolores Park Church", 37.762078, -122.425754
2036, "residential", 37.778168, -122.425752
2037, "multiple", 37.778168, -122.425752
2038, "Bi-Rite Creamery", 37.761586, -122.425715
2039, "Dolores Park Cafe", 37.761320, -122.425711
2040, "Dolores Park Chiropractic", 37.76132014, -122.42571074
2041, "Studio For Urban Projects", 37.762899, -122.425616
2042, "Critter Salon", 37.762899, -122.425616
2043, "Laughing Lotus Yoga Center", 37.764434, -122.425599
2044, "Laughing Lotus Yoga Center", 37.764434, -122.425599
2045, "Orbit Room", 37.770641, -122.425406
2046, "Little Hollywood Launderette", 37.770641, -122.425406
2047, "Alla Prima Fine Lingerie", 37.776398, -122.425264
2048, "Luv A Java", 37.748490, -122.425176
2049, "Luv A Java", 37.748490, -122.425176
2050, "Creativity Explored", 37.764468, -122.425015
2051, "Yoga Tree", 37.776434, -122.425002
2052, "_undetermined", 37.776434, -122.425002
2053, "_undetermined", 37.777257, -122.424957
2054, "Lavish", 37.776816, -122.424912
2055, "Timbuk2", 37.776816, -122.424912
2056, "Acme Surplus", 37.776816, -122.424912
2057, "Crazy Sushi", 37.764990, -122.424904
2058, "Barnets", 37.764475, -122.424884
2059, "Care Practice Medical Office", 37.768190, -122.424880
2060, "Miette Confiserie candy store", 37.776393, -122.424756
2061, "Stacks Restaurant", 37.776393, -122.424756
2062, "O'Greenbergs", 37.743675, -122.424712
2063, "Mission Beach Cafe", 37.768139, -122.424702
2064, "Seesaw LLC Cafe", 37.777813, -122.424683
2065, "Bi-Rite Market", 37.761285, -122.424680
2066, "Octavia's Haze gallery", 37.776796, -122.424508
2067, "Orange", 37.765170, -122.424437
2068, "Black Horse London Deli", 37.798640, -122.424426
2069, "Giovanni's Pizza", 37.735522, -122.424367
2070, "Flipper's restaurant", 37.776915, -122.424351
2071, "Elixir Bar", 37.76499218, -122.42433045
2072, "Mercury Cafe", 37.773993, -122.424323
2073, "Straw Carnival Fare", 37.773993, -122.424323
2074, "Fayes Video", 37.761733, -122.424292
2075, "Chinese American International School", 37.772228, -122.424230
2076, "The Dailey Method", 37.770780, -122.424228
2077, "Claire's Deli", 37.763009, -122.424214
2078, "Claire's Deli", 37.763009, -122.424214
2079, "500 Club", 37.763009, -122.424214
2080, "Delfina", 37.761362, -122.424189
2081, "Delfina", 37.761362, -122.424189
2082, "residential", 37.761362, -122.424189
2083, "Biergarten/Patricia's Green", 37.776039, -122.424176
2084, "Box Dog Bikes / Thieve's Tavern", 37.768215, -122.424173
2085, "Thieve's Tavern", 37.768215, -122.424173
2086, "Studio Guell", 37.767853, -122.424167
2087, "Galileo HS", 37.803790, -122.424145
2088, "Oxenrose Salon", 37.777885, -122.424119
2089, "Oxenrose salon", 37.777885, -122.424119
2090, "Double Decker restaurant", 37.777451, -122.424091
2091, "Noeteca", 37.744536, -122.424071
2092, "LGBT Community Center", 37.771778, -122.424028
2093, "Mission Junk", 37.767863, -122.423994
2094, "dreamers & make believers salon", 37.767863, -122.423994
2095, "Family Service Agency of SF", 37.782762, -122.423925
2096, "_undetermined", 37.765151, -122.423890
2097, "St. James School", 37.752081, -122.423851
2098, "Lily and Octavia (Garden for SF Homeless Connect)", 37.77416534, -122.42383957
2099, "Hom's Grocery & Liquor", 37.763298, -122.423730
2100, "Sing Lee laundry", 37.776530, -122.423686
2101, "_undetermined", 37.781878, -122.423645
2102, "Artist Xchange", 37.76452199, -122.42364107
2103, "Malai Thai restaurant", 37.76452199, -122.42364107
2104, "Pay N Save store", 37.761768, -122.423615
2105, "18 Reasons", 37.761768, -122.423615
2106, "Krav Maga Institute", 37.778420, -122.423562
2107, "Liberties Irish Bar", 37.755279, -122.423539
2108, "Shear Delight Hair Salon", 37.75527943, -122.42353557
2109, "_undetermined", 37.794021, -122.423502
2110, "Advanced Allergy Solutions", 37.774643, -122.423489
2111, "Buen Dia Family School", 37.761934, -122.423453
2112, "Academy of Art University", 37.792633, -122.423428
2113, "Gimme Shoes", 37.777073, -122.423408
2114, "_undetermined", 37.780909, -122.423396
2115, "Big Lantern restaurant", 37.76508342, -122.42338851
2116, "_undetermined", 37.776067, -122.423369
2117, "_undetermined", 37.794087, -122.423346
2118, "Gestalt Haus", 37.764570, -122.423300
2119, "Urban Life Center", 37.78424924, -122.42328652
2120, "Kilowatt Bar", 37.765062, -122.423249
2121, "Nick's Supermarket", 37.774243, -122.423232
2122, "24 Guerrero Cleaners", 37.752101, -122.423204
2123, "24 Guerrero Cleaners", 37.752101, -122.423204
2124, "Candystore Collective", 37.764618, -122.423201
2125, "Fatted Calf Charcuterie", 37.776160, -122.423195
2126, "_undetermined", 37.776597, -122.423156
2127, "Christopher Elbow Artisan Chocolates", 37.776717, -122.423128
2128, "SF Gov Offices: Senior Developments", 37.782316, -122.423112
2129, "VACANT (was: The Happiness Institute)", 37.77254418, -122.42310203
2130, "Rebel Bar", 37.772544, -122.423102
2131, "Stefano's Restaurant", 37.742111, -122.423092
2132, "Alcholics Anonymous", 37.790817, -122.422995
2133, "Monk's Kettle", 37.764631, -122.422973
2134, "_undetermined", 37.789050, -122.422956
2135, "Beast and the Hare", 37.754941, -122.422930
2136, "Lone Palm Cocktail Bar", 37.75539777, -122.42292181
2137, "El Ahorro", 37.741458, -122.422902
2138, "_undetermined", 37.744182, -122.422896
2139, "Mission Bubbles / Verve Coffee", 37.771874, -122.422866
2140, "Baha'i Faith", 37.770431, -122.422848
2141, "_undetermined", 37.748621, -122.422844
2142, "Hazel & Gertie's Store", 37.754948, -122.422801
2143, "Welcome Stranger", 37.777604, -122.422764
2144, "Boxing Room", 37.777604, -122.422764
2145, "_undetermined", 37.777604, -122.422764
2146, "Boxing Room", 37.777604, -122.422764
2147, "Boxing Room", 37.777604, -122.422764
2148, "Cafe St. Jorge", 37.741668, -122.422726
2149, "Cafe St. Jorge", 37.741668, -122.422726
2150, "Asta Yoga", 37.767842, -122.422709
2151, "multiple", 37.777141, -122.422689
2152, "_undetermined", 37.777141, -122.422689
2153, "Bibliohead Bookstore", 37.776659, -122.422669
2154, "Walgreens", 37.776104, -122.422666
2155, "Sam's Shoe Service", 37.764650, -122.422665
2156, "_undetermined", 37.746483, -122.422663
2157, "Andrew Lesko, DC", 37.769548, -122.422633
2158, "SF Community Acupunture", 37.769443, -122.422623
2159, "Watermelon Sugar Salon", 37.751836, -122.422620
2160, "Fix Studios", 37.769337, -122.422613
2161, "Pork Store Cafe", 37.765125, -122.422612
2162, "State of California Employment Development Department", 37.781452, -122.422576
2163, "Avantguard Locksmith", 37.75545192, -122.42257142
2164, "TRX Training Centers", 37.79515680, -122.42256910
2165, "Pauline's Pizza", 37.768654, -122.422565
2166, "_undetermined", 37.798223, -122.422532
2167, "Carlin's Cafe", 37.768304, -122.422531
2168, "Performing Arts Garage", 37.778180, -122.422523
2169, "New Alternatives Cafe", 37.745435, -122.422521
2170, "The Skunk Funk", 37.767855, -122.422484
2171, "Glama Rama", 37.767855, -122.422484
2172, "Centro del Pueblo", 37.765409, -122.422417
2173, "Roxie Theater", 37.764623, -122.422415
2174, "Little Roxie Cinema", 37.76462344, -122.42241452
2175, "Little Star Pizza", 37.766378, -122.422413
2176, "Mission Pool", 37.75930484, -122.42238751
2177, "Mission Playground ", 37.759305, -122.422388
2178, "Mission Pool", 37.75930484, -122.42238751
2179, "Greens Sports Bar", 37.797548, -122.422361
2180, "Greens Sports Bar", 37.797548, -122.422361
2181, "Dawa Advanced Medical Clinic", 37.774870, -122.422356
2182, "Angkor Borei", 37.741203, -122.422342
2183, "_undetermined", 37.787741, -122.422309
2184, "_undetermined", 37.787741, -122.422309
2185, "Pesce Seafood Bar", 37.797249, -122.422300
2186, "UmΘ Acupuncture & Integrative Medicine", 37.744171, -122.422276
2187, "Cafe Seventy8", 37.744171, -122.422276
2188, "Val 16 Market", 37.76513944, -122.42223293
2189, "residential", 37.785378, -122.422191
2190, "Walgreens", 37.742562, -122.422191
2191, "Safeway", 37.743213, -122.422190
2192, "Street Restaurant", 37.796487, -122.422173
2193, "Chase Bank", 37.770271, -122.422163
2194, "Five & Diamond", 37.764664, -122.422160
2195, "Mariachi's Taqueria (CLOSED)", 37.764664, -122.422160
2196, "Abandoned Planet bookstore (out of business)", 37.764497, -122.422144
2197, "Limon Rotisserie", 37.764415, -122.422136
2198, "Thai House 530", 37.764333, -122.422128
2199, "Puero Alegre restaurant", 37.764138, -122.422109
2200, "Zeitgeist", 37.770028, -122.422098
2201, "Rock Bar", 37.744141, -122.422072
2202, "_undetermined", 37.776304, -122.422068
2203, "Advent of Christ the King", 37.775781, -122.422067
2204, "Department Seventeen", 37.773435, -122.422066
2205, "Espetus Churrascaria Brazilian Steak House", 37.773435, -122.422066
2206, "Fecal Face Dot Gallery (closed)", 37.773428, -122.422063
2207, "San Francisco Computer Repair", 37.77115203, -122.42205937
2208, "Wo Hing General Store", 37.763612, -122.422059
2209, "_undetermined", 37.769620, -122.422059
2210, "El Toro Taqueria", 37.763448, -122.422043
2211, "residential", 37.763448, -122.422043
2212, "SF Independent Living Skills Program", 37.769442, -122.422042
2213, "SFPD Mission Station", 37.762848, -122.422005
2214, "_undetermined", 37.791006, -122.421999
2215, "Delessio Market & Bakery", 37.772551, -122.421932
2216, "F.S.C Barber", 37.761813, -122.421906
2217, "Amore Animal Supply", 37.761813, -122.421906
2218, "Cheese Plus", 37.795230, -122.421832
2219, "Outfit Generic", 37.760957, -122.421824
2220, "Cole Hardware", 37.797497, -122.421808
2221, "Cole Hardware", 37.797497, -122.421808
2222, "Polk & Green Produce Market", 37.797497, -122.421808
2223, "Mission Bicycle Company", 37.760649, -122.421795
2224, "Cha-Ya restaurant", 37.760753, -122.421787
2225, "Four Barrel Coffee", 37.767017, -122.421772
2226, "Nooworks", 37.76681106, -122.42175253
2227, "Bridges Architecture", 37.76681106, -122.42175253
2228, "Les Cent Culottes?", 37.797161, -122.421736
2229, "Hotel Royan", 37.766409, -122.421714
2230, "Pica PicaáMaizeáKitchen", 37.766409, -122.421714
2231, "The Fog Building", 37.767685, -122.421690
2232, "The Fog Building", 37.76768496, -122.42169002
2233, "_undetermined", 37.759550, -122.421689
2234, "High Trails Cyclery", 37.793836, -122.421649
2235, "Radio Shack", 37.793836, -122.421649
2236, "Crave", 37.796791, -122.421644
2237, "Studio Valencia", 37.765650, -122.421641
2238, "Samasource", 37.765650, -122.421641
2239, "Peets Coffee Shop", 37.758982, -122.421635
2240, "Zuni Café", 37.77359976, -122.42160815
2241, "Zuni Café", 37.77359976, -122.42160815
2242, "Ruby", 37.75870599, -122.42160813
2243, "Forest Books", 37.765176, -122.421596
2244, "Pilates on Page, Pop!", 37.774451, -122.421596
2245, "nojo restaurant", 37.776796, -122.421586
2246, "Maneframe", 37.793576, -122.421585
2247, "_undetermined", 37.788846, -122.421555
2248, "Juinipero Serra Annex CC", 37.738777, -122.421528
2249, "Dog Eared Books", 37.75825474, -122.42152025
2250, "Freewheel", 37.758252, -122.421519
2251, "Walgreens", 37.796372, -122.421510
2252, "Electronic Frontier Foundation", 37.782545, -122.421505
2253, "Curtis Hotel", 37.764010, -122.421505
2254, "Molte Cose", 37.795678, -122.421498
2255, "_undetermined", 37.757914, -122.421498
2256, "Junipero Serra Elementary School", 37.73691009, -122.42148873
2257, "Vanilla Saffron Imports", 37.757265, -122.421488
2258, "Weston Wear", 37.763818, -122.421486
2259, "Thanh Tam II restaurant", 37.763688, -122.421474
